1.505870e+07;1.204696e+07
2.707426e+05;2.165940e+05
5.095856e+05;4.076685e+05
3.068417e+04;2.454734e+04
2.582488e+07;2.065991e+07
8.039066e+04;6.431253e+04
8.274511e+04;6.619609e+04
3.272847e+03;2.618278e+03
1.188016e+05;9.504131e+04
3.939515e+02;3.151612e+02
1.645306e+04;1.316245e+04
1.015345e+05;8.122763e+04
3.230284e+04;2.584228e+04
9.429093e+04;7.543275e+04
1.126407e+05;9.011258e+04
3.764784e+04;3.011827e+04
3.855194e+05;3.084155e+05
1.957086e+04;1.565669e+04
1.273580e+04;1.018864e+04
8.592402e+05;6.873922e+05
4.572774e+04;3.658219e+04
8.010731e+04;6.408585e+04
1.979159e+04;1.583327e+04
3.772210e+04;3.017768e+04
4.165144e+04;3.332115e+04
4.401218e+06;3.520975e+06
1.197677e+05;9.581412e+04
2.628158e+05;2.102526e+05
3.137666e+04;2.510133e+04
4.650515e+04;3.720412e+04
1.710018e+05;1.368014e+05
4.830615e+05;3.864492e+05
1.199008e+05;9.592064e+04
7.190443e+05;5.752354e+05
7.000153e+03;5.600123e+03
1.305679e+04;1.044543e+04
3.013901e+04;2.411121e+04
6.947684e+04;5.558147e+04
2.654765e+05;2.123812e+05
5.517147e+04;4.413717e+04
7.773348e+05;6.218679e+05
3.345343e+04;2.676274e+04
4.355319e+04;3.484255e+04
4.537262e+04;3.629809e+04
1.117606e+05;8.940851e+04
1.382171e+05;1.105736e+05
8.334286e+04;6.667429e+04
4.972822e+04;3.978257e+04
3.953090e+04;3.162472e+04
2.065999e+04;1.652799e+04
1.505061e+05;1.204049e+05
4.446683e+05;3.557347e+05
5.809325e+03;4.647460e+03
8.627830e+04;6.902264e+04
5.478410e+05;4.382728e+05
4.719356e+04;3.775485e+04
2.569318e+05;2.055454e+05
2.150708e+05;1.720567e+05
1.352939e+05;1.082351e+05
3.630263e+05;2.904210e+05
3.940607e+05;3.152486e+05
3.029093e+05;2.423275e+05
3.381073e+05;2.704859e+05
4.540124e+03;3.632099e+03
9.000303e+05;7.200243e+05
5.069658e+04;4.055726e+04
5.124886e+04;4.099909e+04
0;0
7.693906e+05;6.155125e+05
2.841860e+03;2.273488e+03
4.389558e+05;3.511647e+05
2.864279e+05;2.291423e+05
5.724449e+04;4.579559e+04
1.944114e+05;1.555291e+05
1.133519e+06;9.068155e+05
1.280361e+07;1.024288e+07
2.917751e+05;2.334201e+05
6.524342e+04;5.219473e+04
1.158731e+04;9.269848e+03
4.446431e+04;3.557145e+04
2.902880e+04;2.322304e+04
2.078027e+04;1.662422e+04
2.653652e+04;2.122922e+04
9.193626e+03;7.354901e+03
3.560134e+03;2.848107e+03
6.313455e+04;5.050764e+04
8.856174e+03;7.084939e+03
3.956171e+03;3.164937e+03
1.517148e+04;1.213718e+04
1.834655e+04;1.467724e+04
2.443336e+05;1.954669e+05
4.570081e+03;3.656065e+03
0;0
2.512610e+05;2.010088e+05
6.472817e+06;5.178253e+06
9.481574e+05;7.585259e+05
4.721907e+03;3.777525e+03
1.164849e+04;9.318789e+03
7.188815e+03;5.751052e+03
1.188485e+04;9.507876e+03
3.625503e+03;2.900403e+03
1.315827e+04;1.052661e+04
2.909651e+04;2.327721e+04
7.312748e+03;5.850199e+03
1.103725e+04;8.829799e+03
5.105688e+05;4.084550e+05
5.659628e+05;4.527702e+05
2.120895e+05;1.696716e+05
5.160604e+07;4.128483e+07
5.302496e+06;4.241997e+06
4.389291e+05;3.511433e+05
2.674228e+04;2.139383e+04
5.722999e+04;4.578399e+04
5.585422e+04;4.468338e+04
1.454067e+05;1.163254e+05
1.191808e+04;9.534467e+03
1.346594e+05;1.077275e+05
5.556976e+03;4.445581e+03
3.106063e+04;2.484850e+04
6.364476e+04;5.091581e+04
7.299981e+03;5.839985e+03
1.234726e+05;9.877806e+04
6.697681e+04;5.358145e+04
2.046238e+05;1.636991e+05
1.284964e+06;1.027971e+06
4.677111e+05;3.741689e+05
1.014268e+04;8.114145e+03
5.910254e+03;4.728203e+03
2.869536e+04;2.295628e+04
4.826851e+05;3.861481e+05
1.499778e+04;1.199822e+04
6.814784e+03;5.451827e+03
3.649458e+03;2.919566e+03
8.538344e+03;6.830675e+03
5.956610e+03;4.765288e+03
9.929199e+03;7.943359e+03
8.130611e+04;6.504489e+04
4.062765e+03;3.250212e+03
5.556930e+03;4.445544e+03
6.885831e+04;5.508665e+04
5.786499e+03;4.629199e+03
8.568012e+03;6.854409e+03
3.135520e+03;2.508416e+03
2.430375e+04;1.944300e+04
2.247700e+04;1.798160e+04
4.333726e+04;3.466981e+04
1.710437e+04;1.368350e+04
7.633873e+03;6.107098e+03
2.108896e+04;1.687116e+04
4.852430e+03;3.881944e+03
2.602823e+07;2.082258e+07
6.376224e+04;5.100979e+04
4.133121e+04;3.306497e+04
1.936343e+04;1.549074e+04
1.111498e+04;8.891985e+03
0;0
8.529080e+03;6.823264e+03
1.928457e+04;1.542765e+04
1.187090e+04;9.496723e+03
7.808654e+03;6.246923e+03
9.931398e+03;7.945119e+03
1.131400e+04;9.051202e+03
6.135707e+05;4.908565e+05
1.031451e+04;8.251608e+03
3.604982e+04;2.883985e+04
0;0
3.319928e+05;2.655943e+05
1.428699e+05;1.142959e+05
5.713276e+04;4.570620e+04
4.039646e+05;3.231716e+05
2.541227e+05;2.032982e+05
6.894895e+04;5.515916e+04
1.759470e+05;1.407576e+05
5.994721e+04;4.795777e+04
2.799434e+05;2.239547e+05
1.654956e+05;1.323965e+05
1.521278e+05;1.217023e+05
4.220051e+04;3.376041e+04
1.790101e+05;1.432081e+05
4.324281e+04;3.459425e+04
2.336637e+04;1.869310e+04
2.479511e+05;1.983609e+05
2.109412e+05;1.687530e+05
1.003623e+05;8.028986e+04
2.650679e+04;2.120543e+04
8.879276e+04;7.103421e+04
8.530021e+03;6.824017e+03
2.195769e+05;1.756615e+05
3.705004e+04;2.964003e+04
0;0
7.432032e+04;5.945626e+04
1.301028e+05;1.040822e+05
4.907116e+03;3.925692e+03
4.408013e+03;3.526411e+03
3.870384e+05;3.096307e+05
3.185346e+04;2.548277e+04
2.690152e+04;2.152122e+04
6.312187e+03;5.049750e+03
0;0
0;0
8.237984e+03;6.590387e+03
9.982855e+03;7.986284e+03
1.820160e+03;1.456128e+03
8.916842e+05;7.133474e+05
5.193600e+03;4.154880e+03
1.211019e+04;9.688151e+03
2.044693e+04;1.635754e+04
8.400518e+04;6.720414e+04
9.625732e+04;7.700586e+04
6.991126e+03;5.592901e+03
8.934131e+04;7.147305e+04
4.439791e+04;3.551833e+04
7.780860e+04;6.224688e+04
9.265410e+04;7.412328e+04
3.664176e+04;2.931341e+04
8.250483e+04;6.600386e+04
5.151667e+04;4.121334e+04
1.217101e+05;9.736810e+04
1.133100e+04;9.064798e+03
8.591005e+04;6.872804e+04
3.691638e+04;2.953311e+04
6.195268e+04;4.956215e+04
3.178577e+04;2.542862e+04
5.873161e+04;4.698529e+04
6.485929e+04;5.188743e+04
1.207545e+05;9.660361e+04
1.672489e+05;1.337991e+05
1.003623e+05;8.028988e+04
5.089220e+04;4.071376e+04
1.443392e+03;1.154714e+03
3.594529e+04;2.875623e+04
2.454097e+04;1.963278e+04
1.113006e+04;8.904050e+03
1.687516e+06;1.350013e+06
3.811279e+03;3.049023e+03
4.401258e+03;3.521006e+03
0;0
0;0
1.204879e+04;9.639030e+03
2.144440e+04;1.715552e+04
2.002481e+04;1.601985e+04
9.772833e+03;7.818266e+03
4.515928e+05;3.612742e+05
2.881030e+04;2.304824e+04
0;0
1.317057e+04;1.053645e+04
0;0
9.922419e+03;7.937936e+03
1.483220e+04;1.186576e+04
0;0
3.574893e+04;2.859914e+04
4.671548e+03;3.737238e+03
0;0
2.757781e+04;2.206225e+04
2.623848e+04;2.099078e+04
7.943258e+03;6.354607e+03
4.924581e+04;3.939665e+04
0;0
0;0
9.287964e+03;7.430371e+03
0;0
0;0
1.161613e+04;9.292906e+03
0;0
4.124034e+03;3.299227e+03
8.878602e+03;7.102882e+03
1.004649e+05;8.037191e+04
1.220372e+03;9.762976e+02
0;0
0;0
7.780784e+03;6.224627e+03
0;0
0;0
9.165265e+03;7.332212e+03
8.684677e+03;6.947742e+03
1.646785e+04;1.317428e+04
9.622038e+03;7.697630e+03
4.591404e+04;3.673123e+04
7.934236e+04;6.347389e+04
4.641942e+05;3.713554e+05
1.089118e+04;8.712941e+03
3.692531e+04;2.954024e+04
6.337086e+04;5.069669e+04
6.457018e+03;5.165615e+03
8.220084e+03;6.576067e+03
0;0
0;0
0;0
0;0
0;0
6.373709e+03;5.098967e+03
1.798407e+03;1.438725e+03
0;0
5.724107e+03;4.579286e+03
0;0
2.942542e+04;2.354034e+04
1.847702e+04;1.478162e+04
3.576320e+03;2.861056e+03
2.266651e+03;1.813321e+03
5.378265e+03;4.302612e+03
3.201383e+03;2.561106e+03
3.473638e+03;2.778910e+03
8.484125e+05;6.787300e+05
5.413490e+05;4.330792e+05
1.687095e+05;1.349676e+05
1.940922e+04;1.552738e+04
1.383159e+04;1.106527e+04
5.844255e+03;4.675404e+03
0;0
0;0
4.841815e+03;3.873452e+03
0;0
8.561987e+03;6.849589e+03
0;0
0;0
9.774139e+03;7.819311e+03
1.185211e+04;9.481689e+03
1.799365e+04;1.439492e+04
8.892738e+03;7.114191e+03
5.551226e+03;4.440981e+03
6.760074e+03;5.408060e+03
7.534837e+03;6.027869e+03
1.046718e+06;8.373740e+05
3.726731e+03;2.981385e+03
7.175334e+03;5.740267e+03
0;0
7.373066e+03;5.898453e+03
